ID,name_of_agent,longitude,latitude,time_of_measure,NO2_concentration,O3_concentration,PM10_concentration,PM25_concentration
126,worker[6],892129.6132751309,6245857.580701953,date ('2021-05-27 07:50:55'),54.15944550832113,43.77375,30.191667048136395,10.972916475931804
127,worker[6],892145.9272665099,6245860.991195035,date ('2021-05-27 07:51:00'),53.66999988555908,43.785,30.300000762939455,11.075000190734864
128,worker[6],892155.93429078,6245855.9514764175,date ('2021-05-27 07:51:05'),53.68694433106317,43.79625,30.308334096272787,11.077083524068197
129,worker[6],892159.6868712249,6245839.73454788,date ('2021-05-27 07:51:10'),53.70388877656725,43.8075,30.31666742960612,11.07916685740153
130,worker[6],892163.7285194006,6245823.565353163,date ('2021-05-27 07:51:15'),53.72083322207133,43.81875,30.325000762939453,11.081250190734863
131,worker[6],892168.4254998846,6245807.662682937,date ('2021-05-27 07:51:20'),54.26222330729166,43.93,30.333334096272786,11.083333524068196
132,worker[6],892178.7944921607,6245794.6275162315,date ('2021-05-27 07:51:25'),54.282778867085774,43.941250000000004,30.34166742960612,11.08541685740153
133,worker[6],892189.2820417065,6245781.674173717,date ('2021-05-27 07:51:30'),53.38583202362061,43.9525,30.43583278656006,11.087500190734863
134,worker[6],892197.9312360191,6245767.4993385505,date ('2021-05-27 07:51:35'),53.402637577056886,43.963750000000005,30.444305006663004,11.089583524068196
135,worker[6],892205.8093800439,6245752.81218006,date ('2021-05-27 07:51:40'),53.75833246443007,43.975,30.36666742960612,11.09166685740153
136,worker[6],892213.6875240686,6245738.12502157,date ('2021-05-27 07:51:45'),58.612501525878905,43.98625,30.861250710487365,11.193749618530273
137,worker[6],892221.5199646878,6245723.413649756,date ('2021-05-27 07:51:50'),53.98555565940009,43.9975,30.28333371480306,11.082222361034818
138,worker[6],892229.2466319673,6245708.646240013,date ('2021-05-27 07:51:55'),52.93305677307977,44.10875,30.205138940281337,10.984444330798254
139,worker[6],892236.9732992467,6245693.878830269,date ('2021-05-27 07:52:00'),52.95333455403646,44.120000000000005,30.213333384195963,10.98666655222575
140,worker[6],892243.9052760754,6245678.736662923,date ('2021-05-27 07:52:05'),63.17152900165982,44.13125,31.308332059118484,11.202082951863607
141,worker[6],892241.6694489885,6245660.241451574,date ('2021-05-27 07:52:10'),61.16361223856608,44.15555555555556,31.016665903727215,11.20416628519694
142,worker[6],892239.6619091996,6245636.794790782,date ('2021-05-27 07:52:15'),60.79499990145365,44.25375,31.01208276748657,11.206249618530274
143,worker[6],892244.8086305468,6245613.7973052785,date ('2021-05-27 07:52:20'),60.81333323584663,44.265,31.02055498758952,11.208332951863607
144,worker[6],892252.1238651364,6245591.354597097,date ('2021-05-27 07:52:25'),69.63055708143446,44.288888888888884,31.541665903727214,11.39777811103397
145,worker[6],892260.7103211846,6245569.393277314,date ('2021-05-27 07:52:30'),62.22500133514404,44.4,31.062499284744263,11.212499618530273
146,worker[6],892272.6079465359,6245549.000110694,date ('2021-05-27 07:52:35'),69.48180278672112,44.41111111111111,31.55833257039388,11.402222556538051
