ID,name_of_agent,longitude,latitude,buildings_volume,voie_1,voie_2,voie_3,voie_4,voie_5,voie_6,road_0_4_width,road_4_6_width,road_6_8_width,road_8_max_width,distance_to_main_road,bois,foret,haie
33,worker[5],892774.2952266047,6246891.106295386,33905.7199595854,0.0,277.3236839587054,0.0,0.0,0.0,0.0,31.302880280979842,197.71037458367894,48.31042909404659,0.0,686.8405569514122,0.0,0.0,0.0
34,worker[5],892778.5659595636,6246867.884637222,47942.01158620024,0.0,267.9481363810769,0.0,0.0,0.0,0.0,61.43611144379728,197.51314317539624,20.26169394351388,0.0,670.4914790171277,0.0,0.0,0.0
35,worker[5],892782.8344749368,6246844.662593546,52663.51013056791,0.0,249.0276715802762,0.0,0.0,0.0,0.0,77.19032407919046,198.8100350153208,0.0,0.0,654.5842043793929,0.0,0.0,0.0
36,worker[5],892786.5385925398,6246821.3439959325,50691.179410723395,62.004608866118275,254.0960996254179,0.0,0.0,0.0,0.0,147.84560176234544,200.04361147989994,0.0,0.0,638.7195644137299,0.0,0.0,0.0
37,worker[5],892781.2880178983,6246799.321038514,49026.52024844184,84.46097631587378,221.5399408783748,26.551288858989324,0.0,0.0,0.0,187.41841624024548,188.88626751706028,0.0,26.551288858989324,618.4733674953532,0.0,0.0,0.0
38,worker[5],892762.1837894977,6246785.484725634,29918.68388257875,86.73717680673847,225.90745377421348,43.632127032105544,0.0,0.0,0.0,333.05220471428873,176.96923706071962,0.0,43.632127032105544,595.5745446717103,0.0,0.0,0.0
39,worker[5],892760.1401395352,6246765.026492125,44830.86766016588,132.8319265378878,186.91555387005715,62.906567134665416,0.0,0.0,0.0,295.458895547096,138.31015070334718,7.450187884185975,55.45637925047944,578.6898877102714,0.0,0.0,0.0
40,worker[5],892767.5103557725,6246742.595374346,65024.29510125132,145.9706063287148,146.49443539938352,86.51201006739839,0.0,0.0,0.0,226.81572120224817,68.12137404197816,31.05563081691895,55.45637925047944,566.985152082748,0.0,0.0,0.0
41,worker[5],892774.900072788,6246720.170505311,76545.38417766886,104.2312684498567,100.59709866782285,99.63715423989187,0.0,0.0,0.0,204.8283671176796,0.0,54.70959184719406,44.92756239269781,555.966399380166,0.0,0.0,0.0
42,worker[5],892782.2722004974,6246697.739807264,76227.57230889138,129.72158311404627,98.49697710883277,77.90641770082361,0.0,0.0,0.0,206.36703850692552,21.85152171595357,56.61968111609815,21.28673658472546,545.0377383885091,0.0,0.0,0.0
43,worker[5],892789.6180555078,6246675.347191023,78270.18020794966,105.3775045536765,115.9725934781817,54.31324099269164,0.0,0.0,0.0,176.08148014492215,45.26861788693604,54.31324099269164,0.0,534.1180350099963,0.0,0.0,0.0
44,worker[5],892800.0215412517,6246654.151624216,82209.06980354848,96.21936010689456,166.19806409842028,31.010362431904333,0.0,0.0,0.0,193.46311991646616,68.95430428884868,31.010362431904333,0.0,526.2797143555986,0.0,0.0,0.0
